_start,_stop,_time,gas,humidity,temperature
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:41:13.508Z,31,69,30.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:41:17.505Z,24,69,30.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:41:22.524Z,31,69,30.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:41:27.525Z,24,69,30.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:41:32.565Z,31,69,30.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:41:37.513Z,24,69,30.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:41:42.556Z,31,70,30.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:41:47.545Z,24,70,30.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:41:52.569Z,31,70,30
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:41:57.545Z,24,71,30.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:42:02.531Z,32,71,30.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:42:07.515Z,24,71,30.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:42:12.573Z,32,71,30.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:42:17.499Z,24,71,30.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:42:22.538Z,32,72,30.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:42:27.543Z,24,72,30.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:42:32.771Z,32,72,30.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:42:37.526Z,25,72,30.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:42:42.561Z,31,72,30.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:42:47.516Z,24,72,30.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:42:52.563Z,32,73,30
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:42:57.514Z,24,73,30.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:43:02.538Z,32,73,30
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:43:07.543Z,25,73,30.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:43:12.545Z,32,73,30.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:43:17.543Z,24,73,30.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:43:22.567Z,25,73,30.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:43:27.514Z,24,73,30.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:43:32.545Z,31,73,30.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:43:37.514Z,24,73,30.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:43:42.538Z,31,73,30.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:43:47.526Z,24,73,30.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:43:52.547Z,31,74,30.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:43:57.526Z,25,74,30
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:44:02.546Z,32,74,30.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:44:07.499Z,24,74,30.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:44:12.556Z,32,74,30.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:44:17.534Z,25,74,30.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:44:22.524Z,32,74,30
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:44:27.526Z,24,74,30.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:44:32.566Z,32,74,30.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:44:37.492Z,25,74,30.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:44:42.566Z,25,74,30.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:44:47.516Z,24,74,30.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:44:52.545Z,32,74,30.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:44:57.526Z,24,74,30
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:45:02.538Z,31,74,30.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:45:07.544Z,24,74,30.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:45:12.545Z,32,74,30.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:45:17.526Z,25,74,30.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:45:22.556Z,32,74,30.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:45:27.525Z,25,74,30.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:45:32.563Z,32,74,30.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:45:37.516Z,25,74,30.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:45:42.538Z,32,74,30.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:45:47.514Z,24,74,30.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:45:52.546Z,31,74,30.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:45:57.514Z,24,74,30.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:46:02.579Z,31,74,30.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:46:07.525Z,24,74,30.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:46:12.546Z,25,74,30.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:46:17.485Z,25,74,30.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:46:22.545Z,32,74,30.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:46:29.092Z,25,74,30.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:46:32.546Z,31,74,30.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:46:37.545Z,24,74,30.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:46:42.531Z,32,74,30.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:46:47.526Z,24,74,30.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:46:52.545Z,31,74,30
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:46:57.484Z,24,74,30.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:47:02.556Z,31,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:47:07.525Z,25,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:47:12.825Z,25,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:47:17.505Z,25,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:47:22.524Z,32,73,31.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:47:27.492Z,24,73,31.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:47:32.546Z,31,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:47:37.515Z,25,73,31.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:47:42.546Z,31,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:47:47.513Z,25,73,31.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:47:52.556Z,31,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:47:57.543Z,24,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:48:02.579Z,31,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:48:07.515Z,24,73,31.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:48:12.545Z,32,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:48:17.524Z,25,73,31.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:48:22.545Z,32,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:48:27.525Z,24,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:48:32.555Z,31,73,31.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:48:37.543Z,24,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:48:42.505Z,31,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:48:47.507Z,24,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:48:52.524Z,31,73,31
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:48:57.491Z,25,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:49:02.541Z,32,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:49:07.53Z,25,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:49:12.507Z,32,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:49:17.507Z,24,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:49:27.485Z,24,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:49:32.526Z,25,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:49:37.485Z,25,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:49:42.533Z,32,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:49:47.565Z,25,73,31.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:49:52.524Z,31,73,31.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:49:57.491Z,25,73,31.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:50:02.532Z,32,73,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:50:07.507Z,26,73,31.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:50:12.524Z,32,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:50:17.485Z,25,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:50:22.524Z,32,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:50:27.545Z,25,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:50:32.553Z,31,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:50:37.525Z,25,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:50:42.546Z,32,73,31
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:50:47.498Z,25,73,31
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:50:52.545Z,32,73,31.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:50:57.505Z,25,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:51:02.539Z,32,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:51:07.527Z,25,73,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:51:12.525Z,31,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:51:17.506Z,24,73,31.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:51:22.693Z,31,73,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:51:27.492Z,25,73,31.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:51:32.546Z,32,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:51:37.507Z,25,73,31.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:51:42.554Z,32,73,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:51:47.537Z,25,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:51:52.605Z,32,73,31.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:51:57.527Z,25,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:52:02.506Z,32,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:52:07.522Z,25,73,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:52:12.556Z,32,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:52:17.507Z,25,73,31.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:52:22.539Z,31,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:52:27.536Z,25,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:52:32.546Z,32,73,31.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:52:37.516Z,25,73,31.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:52:42.554Z,31,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:52:47.499Z,25,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:52:52.546Z,32,73,31.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:52:57.506Z,25,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:53:02.54Z,32,73,31.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:53:07.547Z,25,73,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:53:12.556Z,32,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:53:17.536Z,25,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:53:22.525Z,31,73,31
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:53:27.5Z,25,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:53:32.614Z,32,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:53:37.746Z,24,73,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:53:42.531Z,32,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:53:47.526Z,24,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:53:52.546Z,32,73,31.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:53:57.492Z,25,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:54:02.554Z,32,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:54:07.5Z,25,73,31.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:54:12.686Z,32,73,31.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:54:17.486Z,25,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:54:22.539Z,25,73,31
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:54:27.526Z,25,73,31.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:54:32.539Z,32,73,31.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:54:37.526Z,25,73,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:54:42.546Z,32,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:54:47.507Z,25,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:54:52.545Z,32,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:54:57.515Z,25,73,31.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:55:02.557Z,32,73,31
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:55:07.535Z,25,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:55:12.545Z,32,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:55:17.484Z,24,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:55:22.585Z,32,73,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:55:27.484Z,25,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:55:32.524Z,32,73,31.2
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:55:37.499Z,25,73,31
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:55:42.524Z,32,73,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:55:47.491Z,24,73,31.5
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:55:52.525Z,32,73,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:55:57.525Z,25,73,31
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:56:02.525Z,32,73,31
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:56:07.494Z,25,73,31
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:56:12.546Z,26,73,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:56:17.492Z,25,73,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:56:22.536Z,32,74,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:56:27.516Z,25,73,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:56:32.506Z,26,73,31.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:56:37.526Z,25,74,31.1
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:56:42.569Z,32,74,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:56:47.914Z,25,74,31.8
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:56:52.547Z,32,74,31.6
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:56:57.505Z,25,74,31.3
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:57:02.545Z,31,74,31.4
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:57:07.525Z,25,74,31.9
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:57:12.505Z,31,74,31.7
1970-01-01T00:00:00Z,2025-05-21T07:59:13.9097258Z,2025-05-13T10:57:17.491Z,25,74,31.6
